7973,5471,2.0068e+05
6801,3558,14420
5241,880,23353
4835,390,14749
3892,5449,47237
2020,6894,84890
6061,2650,46780
5405,805,29467
4838,815,16653
5184,1484,61401
3947,6134,18476
1539,5171,96878
2372,7283,1.0111e+05
5111,1195,92405
5115,1156,3.2894e+05
4262,7320,30964
2752,5649,1.1537e+06
4170,5022,1.1971e+05
4259,4392,1.4572e+05
3984,5078,2.0237e+05
812,5671,1.9873e+05
1575,6950,83491
4225,5838,3.6105e+05
923,7595,2.42e+05
1612,4911,5.7192e+05
4003,5226,79647
2447,7913,1.4902e+05
1668,4198,3.5056e+05
5426,4526,74915
1927,8321,1.17e+05
3558,4537,87593
927,6913,31831
5710,368,24630
5163,283,11620
2691,6116,3.6913e+05
4948,707,64193
5041,6042,92988
3262,6116,2.6393e+05
3929,6542,1.149e+05
797,5078,20633
1261,9229,44430
4811,1433,10874
2780,5467,83608
6616,2706,20560
5634,3836,33440
7195,4448,1.4828e+05
5007,262,14332
5300,6042,51837
1983,4225,18170
6614,4204,4.8805e+05
8506,4077,24760
4833,-713,13790
779,3858,1.2338e+05
6672,3595,35850
7394,4578,14230
5499,5985,1.2209e+05
6449,3021,12300
6532,3057,6.1204e+05
6894,4244,38510
2039,5282,1.4667e+05
1649,8154,73892
6598,2502,42680
3929,7728,88500
4133,5727,91338
6412,3299,54080
5211,6435,89610
2279,4763,63689
2002,7709,28860
4059,5801,1.7027e+05
8303,3076,47290
2302,9085,1.5033e+05
6227,2595,34090
6264,2743,46770
4170,7417,2.8867e+05
6579,3150,21380
4259,6027,5.0339e+05
2924,6524,4.7097e+05
964,7765,17880
3595,7191,1.0545e+05
5015,1067,45410
3798,4539,5.7926e+05
6542,3855,57030
1668,7654,8.9079e+06
2091,7317,2.2291e+05
1686,7005,67441
1409,8358,1.1763e+05
3892,5284,5.544e+05
3484,6079,15647
5093,6416,1.7699e+05
2261,7005,1.8411e+05
3521,4300,10142
5745,5912,14698
6431,3336,32590
1557,6320,41883
778,6338,1.457e+05
1761,4466,25773
4646,736,13184
5192,1218,26893
4818,6190,65555
2502,6801,17002
2925,9229,2.2982e+05
3303,6483,1.9576e+05
2965,6968,3.1182e+05
2780,5541,11136
3947,5430,25488
5115,-334,1.054e+05
1969,6394,19682
6486,2854,1.6397e+05
149,1612,77220
7117,3925,16320
2869,7506,47430
429,3158,1.7568e+05
797,5560,2.4118e+05
1779,3577,1.5876e+05
890,6583,37900
4188,4763,2.4848e+05
1635,6694,99198
4022,5393,2.2927e+05
1538,8358,1.1173e+05
3818,6283,66452
3873,5263,1.1075e+05
3484,5152,1.1636e+05
4760,7306,19482
3984,7061,61525
3744,6116,82472
3021,4744,5.444e+05
1668,7135,73838
2687,5801,1.6405e+05
5546,6203,1.2729e+05
1001,6227,76498
1724,8584,2.6923e+05
4077,4448,1.8381e+05
3113,5449,93426
6801,3391,70447
3781,5393,37610
5096,6208,1.1e+05
5362,-521,84290
3836,5208,13147
5471,6249,27533
1812,3391,1.7503e+05
1686,5801,1.8444e+05
1135,4331,1.9131e+05
2928,5004,62479
1789,4981,1.4938e+05
500,3892,11919
1467,5328,50645
291,2176,43362
4114,6134,22092
3818,4374,1.0476e+05
5550,6049,61043
2891,5560,44791
3762,4893,71655
2539,6023,1.7207e+05
1496,4484,32718
3725,4744,87983
3929,4874,63365
1131,6320,1.0669e+05
1575,6857,48530
2872,5412,46745
2446,5337,2.1826e+05
4415,6583,1.0377e+05
1824,4177,1.6199e+05
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
