1,50000,0
2,50000,0
3,50000,0
4,50000,194.29
5,50000,0
6,50000,0
7,50000,0
8,50000,0
9,50000,0
10,50000,0
11,50000,0
12,50000,0
13,50000,0
14,50000,0
15,50000,0
16,50000,0
17,50000,0
18,50000,277.15
19,50000,0
20,50000,0
21,50000,0
22,50000,0
23,50000,27.088
24,50000,16.249
25,50000,0
26,50000,140.87
27,50000,0
28,50000,272.26
29,50000,0
30,50000,0
31,50000,0
32,50000,0
33,50000,0
34,50000,0
35,50000,0
36,50000,0
37,50000,0
38,50000,0
39,50000,0
40,50000,0.51749
41,50000,0
42,50000,0
43,50000,0
44,50000,0
45,50000,395.35
46,50000,0
47,50000,0
48,50000,0
49,50000,0
50,50000,33.398
51,50000,367.29
52,50000,61.085
53,50000,8.1881
54,50000,299.11
55,50000,0
56,50000,49.714
57,50000,33.854
58,50000,342.8
59,50000,0
60,50000,82.748
61,50000,0
62,50000,25.613
63,50000,0
64,50000,20.549
65,50000,25.105
66,50000,0
67,50000,0
68,50000,0
69,50000,0
70,50000,0
71,50000,0
72,50000,457.07
73,50000,0
74,50000,0
75,50000,0
76,50000,0
77,50000,0
78,50000,0
79,50000,0
80,50000,0
81,50000,0
82,50000,0
83,50000,0
84,50000,0
85,50000,0
86,50000,0
87,50000,0
88,50000,0
89,50000,0
90,50000,21.4
91,50000,0
92,50000,0
93,50000,0
94,50000,71.737
95,50000,0
96,50000,0
97,50000,3.1817
98,50000,0
99,50000,0
100,50000,0
101,50000,15.123
102,50000,2.0987
103,50000,0
104,50000,0
105,50000,0
106,50000,0
107,50000,0
108,50000,0
109,50000,0
110,50000,1.4369
111,50000,2.0644
112,50000,0
113,50000,0
114,50000,2.8245
115,50000,0.24945
116,50000,156.81
117,50000,0
118,50000,0
119,50000,0
120,50000,4.5366
121,50000,0
122,50000,0
123,50000,0
124,50000,12.549
125,50000,36.783
126,50000,0
127,50000,0
128,50000,174.73
129,50000,32.1
130,50000,0
131,50000,6.6038
132,50000,0
133,50000,0
134,50000,3.7551
135,50000,449.25
136,50000,62.758
137,50000,0
138,50000,0
139,50000,0
140,50000,0
141,50000,95.877
142,50000,1.1747
143,50000,0
144,50000,0
145,50000,1.0826
146,50000,0
147,50000,0
148,50000,6.7624
149,50000,0
150,50000,7.8871
151,50000,123.7
152,50000,0
153,50000,1.2216
154,50000,0
155,50000,0
156,50000,0
157,50000,0
158,50000,0
159,50000,0
160,50000,0
161,50000,11.738
162,50000,0
163,50000,36.543
164,50000,0.20298
165,50000,0
166,50000,9.7477
167,50000,0
168,50000,0
169,50000,0
170,50000,0
171,50000,0
172,50000,197.12
173,50000,4.6972
174,50000,0
175,50000,0
176,50000,10.395
177,50000,0
178,50000,0
179,50000,0
180,50000,0
181,50000,140.37
182,50000,0
183,50000,1.3683
184,50000,0
185,50000,231.05
186,50000,12.64
187,50000,2.6305
188,50000,432.46
189,50000,0
190,50000,563.12
191,50000,0
192,50000,115.65
193,50000,0
194,50000,0
195,50000,0
196,50000,0
197,50000,0
198,50000,0
199,50000,0
200,50000,0
201,50000,0
202,50000,0.21677
203,50000,0
204,50000,0
205,50000,0.13812
206,50000,2.4367
207,50000,0
208,50000,0
209,50000,0
210,50000,7.8722
211,50000,0
212,50000,0
213,50000,0.28685
214,50000,0
215,50000,0
216,50000,0
217,50000,0
218,50000,74.755
219,50000,58.799
220,50000,0
221,50000,0
222,50000,0
223,50000,25.779
224,50000,0
225,50000,22.215
226,50000,0
227,50000,0
228,50000,0
229,50000,0.16528
230,50000,13.869
231,50000,403.57
232,50000,37.884
233,50000,130.41
234,50000,360.68
235,50000,68.854
236,50000,22.24
237,50000,0
238,50000,9.2538
239,50000,0
240,50000,32.21
241,50000,0
242,50000,0
243,50000,229.57
244,50000,0
245,50000,14.877
246,50000,21.027
247,50000,0
248,50000,108.29
249,50000,0
250,50000,169.2
251,50000,0
252,50000,0
253,50000,0
254,50000,0
255,50000,212.57
256,50000,2.4665
257,50000,0
258,50000,0
259,50000,0
260,50000,0
261,50000,110.03
262,50000,97.637
263,50000,0
264,50000,0
265,50000,0
266,50000,0
267,50000,0
268,50000,0
269,50000,21.661
270,50000,16.155
271,50000,0
272,50000,150.87
273,50000,196.28
274,50000,19.251
275,50000,0
276,50000,0
277,50000,0
278,50000,2.0061
279,50000,100.07
280,50000,0
281,50000,1.7169
282,50000,0
283,50000,0
284,50000,0
285,50000,0
286,50000,0
287,50000,8.4638
288,50000,0
289,50000,0
290,50000,0
291,50000,0
292,50000,0
293,50000,0.52073
294,50000,0
295,50000,16.133
296,50000,0
297,50000,0
298,50000,0.114
299,50000,22.438
300,50000,0
301,50000,0
302,50000,0
303,50000,0
304,50000,0
305,50000,3.2463
306,50000,0
307,50000,0.46737
308,50000,0
309,50000,0
310,50000,0
311,50000,1.7401
312,50000,139.48
313,50000,149.1
314,50000,0
315,50000,0
316,50000,9.6773
317,50000,0
318,50000,0
319,50000,0
320,50000,0
321,50000,6.3501
322,50000,39.527
323,50000,0
324,50000,0
325,50000,0
326,50000,0
327,50000,112.26
328,50000,160.97
329,50000,0
330,50000,5.418
331,50000,328.5
332,50000,0
333,50000,0
334,50000,0.20537
335,50000,0
336,50000,0
337,50000,0
338,50000,20.397
339,50000,0
340,50000,0
341,50000,0
342,50000,0
343,50000,0
344,50000,10.526
345,50000,14.342
346,50000,0
347,50000,0
348,50000,0
349,50000,95.784
350,50000,19.905
351,50000,0
352,50000,406.04
353,50000,0
354,50000,38.902
355,50000,0
356,50000,0
357,50000,0
358,50000,0.62918
359,50000,0
360,50000,0
361,50000,16.615
362,50000,32.047
363,50000,0
364,50000,91.571
365,50000,15.37
366,50000,0
367,50000,0
368,50000,0
369,50000,160.08
370,50000,0
371,50000,0
372,50000,0
373,50000,0.23119
374,50000,0
375,50000,0
376,50000,86.942
377,50000,0
378,50000,0
379,50000,0
380,50000,0
381,50000,0
382,50000,325.14
383,50000,0
384,50000,379.92
385,50000,0
386,50000,0
387,50000,48.009
388,50000,0
389,50000,0
390,50000,1.7317
391,50000,0
392,50000,0
393,50000,0
394,50000,0
395,50000,0
396,50000,0
397,50000,0
398,50000,0
399,50000,0
400,50000,0
401,50000,0
402,10000,0
403,10000,98.925
404,10000,118.68
405,10000,0.27993
406,10000,0
407,10000,0
408,10000,0
409,10000,0
410,10000,0
411,10000,0
412,10000,0
413,10000,0
414,10000,320.37
415,10000,19.765
416,10000,11.957
417,10000,0
418,10000,0
419,10000,52.972
420,10000,0
421,10000,311.46
422,10000,140.43
423,10000,0
424,10000,0
425,10000,95.407
426,10000,7.8724
427,10000,0
428,10000,0.29416
429,10000,0
430,10000,0
431,10000,180.85
432,10000,67.315
433,10000,54.427
434,10000,0
435,10000,0
436,10000,0
437,10000,53.39
438,10000,0
439,10000,171.59
440,10000,0
441,10000,0
442,10000,0
443,10000,0
444,10000,0
445,10000,0
446,10000,0
447,10000,0
448,10000,0
449,10000,0
450,10000,32.277
451,10000,0
452,10000,0
453,10000,41.29
454,10000,0
455,10000,118.09
456,10000,19.143
457,10000,497.53
458,10000,0
459,10000,43.93
460,10000,0
